,code,name,nameshort
4293,ROP,Roper Technologies Inc,Roper Technologies
4294,RVMD,Revolution Medicines Inc,Revolution Medicines
4295,RSLS,ReShape Lifesciences Inc,ReShape Lifesciences
4296,RUSHB,Rush Enterprises Inc,Rush Enterprises
4297,RRR,Red Rock Resorts Inc,Red Rock Resorts
4298,RDWR,Radware Ltd,Radware
4299,RMBI,Richmond Mutual Bancorporation Inc,Richmond Mutual Bancorporation
4300,RMTI,Rockwell Medical Inc,Rockwell Medical
4301,RSI,Rush Street Interactive Inc,Rush Street Interactive
4302,RCI,Rogers Communications Inc,Rogersmmunications
4303,ROKU,Roku Inc,Roku
4304,RYAM,Rayonier Advanced Materials Inc,Rayonier Advanced Materials
4305,RCKT,Rocket Pharmaceuticals Inc,Rocket Pharmaceuticals
4306,RNLX,Renalytix PLC,Renalytix
4307,PACK,Ranpak Holdings Corp,Ranpak Holdings
4308,RBBN,Ribbon Communications Inc,Ribbonmmunications
4309,RELL,Richardson Electronics Ltd,Richardson Electronics
4310,RVNC,Revance Therapeutics Inc,Revance Therapeutics
4311,RCRT,Recruiter.Com Group Inc,Recruiter.Com Group
4312,RLMD,Relmada Therapeutics Inc,Relmada Therapeutics
4313,RDI,Reading International Inc,Reading International
4314,RDFN,Redfin Corp,Redfin
4315,RPRX,Royalty Pharma PLC,Royalty Pharma
4316,RNW,Renew Energy Global PLC,Renew Energy Global
4317,RVYL,Ryvyl Inc,Ryvyl
4318,RELY,Remitly Global Inc,Remitly Global
4319,RVTY,Revvity Inc,Revvity
4320,RPTX,Repare Therapeutics Inc,Repare Therapeutics
4321,RPHM,Reneo Pharmaceuticals Inc,Reneo Pharmaceuticals
4322,RAPT,RAPT Therapeutics Inc,RAPT Therapeutics
4323,ROOT,Root Inc,Root
4324,REVB,Revelation Biosciences Inc,Revelation Biosciences
4325,RCON,Recon Technology Ltd,Recon Technology
4326,RR,Richtech Robotics Inc,Richtech Robotics
4327,RHI,Robert Half Inc,Robert Half
4328,RDCM,Radcom Ltd,Radcom
4329,RL,Ralph Lauren Corp,Ralph Lauren
4330,RENB,Renovaro Inc,Renovaro
4331,REBN,Reborn Coffee Inc,Rebornffee
4332,RTO,Rentokil Initial PLC,Rentokil Initial
4333,METCB,Ramaco Resources Inc,Ramaco Resources
4334,QSR,Restaurant Brands International Inc,Restaurant Brands International
4335,RRC,Range Resources Corp,Range Resources
4336,RIVN,Rivian Automotive Inc,Rivian Automotive
4337,RGEN,Repligen Corp,Repligen
4338,RIO,Rio Tinto PLC,Rio Tinto
4339,RHP,Ryman Hospitality Properties Inc,Ryman Hospitality Properties
4340,REE,REE Automotive Ltd,REE Automotive
4341,RF,Regions Financial Corp,Regions Financial
4342,RNG,RingCentral Inc,RingCentral
4343,RXO,RXO Inc,RXO
4344,RLX,RLX Technology Inc,RLX Technology
4345,RETO,ReTo Eco-Solutions Inc,ReTo Eco-Solutions
4346,RAVE,Rave Restaurant Group Inc,Rave Restaurant Group
4347,RXRX,Recursion Pharmaceuticals Inc,Recursion Pharmaceuticals
4348,RGLD,Royal Gold Inc,Royal Gold
4349,REFR,Research Frontiers Inc,Research Frontiers
4350,RYN,Rayonier Inc,Rayonier
4351,ROIC,Retail Opportunity Investments Corp,Retail Opportunity Investments
4352,REVG,REV Group Inc,REV Group
4353,RMBS,Rambus Inc,Rambus
4354,RS,Reliance Inc,Reliance
4355,RDVT,Red Violet Inc,Red Violet
4356,RTX,RTX Corp,RTX
4357,RRX,Regal Rexnord Corp,Regal Rexnord
4358,RYAN,Ryan Specialty Holdings Inc,Ryan Specialty Holdings
4359,REXR,Rexford Industrial Realty Inc,Rexford Industrial Realty
4360,RCKY,Rocky Brands Inc,Rocky Brands
4361,RKLB,Rocket Lab USA Inc,Rocket Lab USA
4362,RSVR,Reservoir Media Inc,Reservoir Media
4363,ROIV,Roivant Sciences Ltd,Roivant Sciences
4364,REAL,RealReal Inc,RealReal
4365,REKR,Rekor Systems Inc,Rekor Systems
4366,RELI,Reliance Global Group Inc,Reliance Global Group
4367,RANI,Rani Therapeutics Holdings Inc,Rani Therapeutics Holdings
4368,RMD,Resmed Inc,Resmed
4369,RDZN,Roadzen Inc,Roadzen
4370,RGC,Regencell Bioscience Holdings Ltd,Regencell Bioscience Holdings
4371,RDW,Redwire Corp,Redwire
4372,ROMA,Roma Green Finance Ltd,Roma Green Finance
4373,RICK,RCI Hospitality Holdings Inc,RCI Hospitality Holdings
4374,RY,Royal Bank of Canada,Royal Bank of Canada
4375,TRAK,Repositrak Inc,Repositrak
4376,SIFY,Sify Technologies Ltd,Sify Technologies
4377,SJ,Scienjoy Holding Corp,Scienjoy Holding
4378,SLGL,Sol Gel Technologies Ltd,Sol Gel Technologies
4379,SOWG,Sow Good Inc,Sow Good
4380,SLG,SL Green Realty Corp,SL Green Realty
4381,SMTK,SmartKem Inc,SmartKem
4382,SLNG,Stabilis Solutions Inc,Stabilis Solutions
4383,SUUN,SolarBank Corp,SolarBank
4384,STM,STMicroelectronics NV,STMicroelectronics
4385,SEPAU,SEP Acquisition Corp,SEP Acquisition
4386,SEMR,SEMrush Holdings Inc,SEMrush Holdings
4387,SNV,Synovus Financial Corp,Synovus Financial
4388,SHBI,Shore Bancshares Inc,Shore Bancshares
4389,SVCO,Silvaco Group Inc,Silvaco Group
4390,SYF,Synchrony Financial,Synchrony Financial
4391,SUN,Sunoco LP,Sunoco LP
4392,SPOT,Spotify Technology SA,Spotify Technology
4393,SGRP,SPAR Group Inc,SPAR Group
4394,SR,Spire Inc,Spire
4395,SPB,Spectrum Brands Holdings Inc,Spectrum Brands Holdings
4396,SQM,Sociedad Quimica y Minera de Chile SA,Sociedad Quimica y Minera de Chile
4397,SAR,Saratoga Investment Corp,Saratoga Investment
4398,SABR,Sabre Corp,Sabre
4399,HDL,Super Hi International Holding Ltd,Super Hi International Holding
4400,STR,Sitio Royalties Corp,Sitio Royalties
4401,SMXT,SolarMax Technology Inc,SolarMax Technology
4402,SON,Sonoco Products Co,Sonoco Products
4403,SGC,Superior Group of Companies Inc,Superior Group ofmpanies
4404,SAGE,SAGE Therapeutics Inc,SAGE Therapeutics
4405,SHMD,SCHMID Group NV,SCHMID Group
4406,S,SentinelOne Inc,SentinelOne
4407,STKL,Sunopta Inc,Sunopta
4408,SOGP,Sound Group Inc,Sound Group
4409,SENEB,Seneca Foods Corp,Seneca Foods
4410,SD,SandRidge Energy Inc,SandRidge Energy
4411,SAIC,Science Applications International Corp,Science Applications International
4412,SBH,Sally Beauty Holdings Inc,Sally Beauty Holdings
4413,SF,Stifel Financial Corp,Stifel Financial
4414,SABS,SAB Biotherapeutics Inc,SAB Biotherapeutics
4415,LUV,Southwest Airlines Co,Southwest Airlines
4416,SELX,Semilux International Ltd,Semilux International
4417,SVRE,Saverone 2014 Ltd,Saverone 2014
4418,SPR,Spirit AeroSystems Holdings Inc,Spirit AeroSystems Holdings
4419,NOVA,Sunnova Energy International Inc,Sunnova Energy International
4420,SEEL,Seelos Therapeutics Inc,Seelos Therapeutics
4421,SMTI,Sanara Medtech Inc,Sanara Medtech
4422,SNPX,Synaptogenix Inc,Synaptogenix
4423,BFS,Saul Centers Inc,Saul Centers
4424,STBA,S&T Bancorp Inc,S&T Bancorp
4425,WORX,Scworx Corp,Scworx
4426,SKY,Skyline Champion Corp,Skyline Champion
4427,SMLR,Semler Scientific Inc,Semler Scientific
4428,SBSI,Southside Bancshares Inc,Southside Bancshares
4429,SHO,Sunstone Hotel Investors Inc,Sunstone Hotel Investors
4430,SURG,Surgepays Inc,Surgepays
4431,STI,Solidion Technology Inc,Solidion Technology
4432,SMSI,Smith Micro Software Inc,Smith Micro Software
4433,SRBK,SR Bancorp Inc,SR Bancorp
4434,SVII,Spring Valley Acquisition Corp II,Spring Valley Acquisition II
4435,SHOO,Steven Madden Ltd,Steven Madden
4436,SILK,Silk Road Medical Inc,Silk Road Medical
4437,SPRO,Spero Therapeutics Inc,Spero Therapeutics
4438,SNN,Smith & Nephew PLC,Smith & Nephew
4439,SKYE,Skye Bioscience Inc,Skye Bioscience
4440,SNAL,Snail Inc,Snail
4441,SMLP,Summit Midstream Partners LP,Summit Midstream Partners LP
4442,SOFI,SoFi Technologies Inc,SoFi Technologies
4443,SFL,SFL Corporation Ltd,SFLoration
4444,SDOT,Sadot Group Inc,Sadot Group
4445,SIDU,Sidus Space Inc,Sidus Space
4446,SPH,Suburban Propane Partners LP,Suburban Propane Partners LP
4447,SOLV,Solventum Corp,Solventum
4448,TSLX,Sixth Street Specialty Lending Inc,Sixth Street Specialty Lending
4449,SES,SES AI Corp,SES AI
4450,SIRI,Sirius XM Holdings Inc,Sirius XM Holdings
4451,SIGA,SIGA Technologies Inc,SIGA Technologies
4452,SYY,Sysco Corp,Sysco
4453,SGLY,Singularity Future Technology Ltd,Singularity Future Technology
4454,SATL,Satellogic Inc,Satellogic
4455,SVA,Sinovac Biotech Ltd,Sinovac Biotech
4456,SUI,Sun Communities Inc,Sunmmunities
4457,SKGRU,SK Growth Opportunities Corp,SK Growth Opportunities
4458,SLDP,Solid Power Inc,Solid Power
4459,SWK,Stanley Black & Decker Inc,Stanley Black & Decker
4460,SYBT,Stock Yards Bancorp Inc,Stock Yards Bancorp
4461,SBLK,Star Bulk Carriers Corp,Star Bulk Carriers
4462,SM,SM Energy Co,SM Energy
4463,SSD,Simpson Manufacturing Co Inc,Simpson Manufacturing
4464,SWN,Southwestern Energy Co,Southwestern Energy
4465,SEIC,SEI Investments Co,SEI Investments
4466,SSIC,Silver Spike Investment Corp,Silver Spike Investment
4467,SLRC,SLR Investment Corp,SLR Investment
4468,SMX,SMX (Security Matters) PLC,SMX (Security Matters)
4469,SKWD,Skyward Specialty Insurance Group Inc,Skyward Specialty Insurance Group
4470,STX,Seagate Technology Holdings PLC,Seagate Technology Holdings
4471,STN,Stantec Inc,Stantec
4472,SAFE,Safehold Inc,Safehold
4473,SPG,Simon Property Group Inc,Simon Property Group
4474,SPEC,Spectaire Holdings Inc,Spectaire Holdings
4475,SXI,Standex International Corp,Standex International
4476,SVV,Savers Value Village Inc,Savers Value Village
4477,SCHL,Scholastic Corp,Scholastic
4478,SBXC.U,SilverBox Corp III,SilverBox III
4479,SIGIP,Selective Insurance Group Inc,Selective Insurance Group
4480,SOC,Sable Offshore Corp,Sable Offshore
4481,SIGI,Selective Insurance Group Inc,Selective Insurance Group
4482,STLD,Steel Dynamics Inc,Steel Dynamics
4483,SMBC,Southern Missouri Bancorp Inc,Southern Missouri Bancorp
4484,SHW,Sherwin-Williams Co,Sherwin-Williams
4485,SYK,Stryker Corp,Stryker
4486,SCCO,Southern Copper Corp,Southernpper
4487,SPXC,SPX Technologies Inc,SPX Technologies
4488,SLM,SLM Corp,SLM
4489,SCLX,Scilex Holding Co,Scilex Holding
4490,IVCP,Swiftmerge Acquisition Corp,Swiftmerge Acquisition
4491,SHAK,Shake Shack Inc,Shake Shack
4492,SNPS,Synopsys Inc,Synopsys
4493,SPSC,SPS Commerce Inc,SPSmmerce
4494,SONN,Sonnet Biotherapeutics Holdings Inc,Sonnet Biotherapeutics Holdings
4495,LAB,Standard BioTools Inc,Standard BioTools
4496,SSBI,Summit State Bank,Summit State Bank
4497,GASS,StealthGas Inc,StealthGas
4498,INN,Summit Hotel Properties Inc,Summit Hotel Properties
4499,SMPL,Simply Good Foods Co,Simply Good Foods
4500,SMG,Scotts Miracle-Gro Co,Scotts Miracle-Gro
4501,SSRM,SSR Mining Inc,SSR Mining
4502,SBGI,Sinclair Inc,Sinclair
4503,SNA,Snap-On Inc,Snap-On
4504,SKM,SK Telecom Co Ltd,SK Telecom
4505,SAMG,Silvercrest Asset Management Group Inc,Silvercrest Asset Management Group
4506,SKYW,SkyWest Inc,SkyWest
4507,WTTR,Select Water Solutions Inc,Select Water Solutions
4508,SVC,Service Properties Trust,Service Properties Trust
4509,SONO,Sonos Inc,Sonos
4510,SOI,Solaris Oilfield Infrastructure Inc,Solaris Oilfield Infrastructure
4511,SEDA.U,SDCL EDGE Acquisition Corporation,SDCL EDGE Acquisitionoration
4512,SKYX,SKYX Platforms Corp,SKYX Platforms
4513,SAFT,Safety Insurance Group Inc,Safety Insurance Group
4514,SJW,SJW Group,SJW Group
4515,SSYS,Stratasys Ltd,Stratasys
4516,EM,Smart Share Global Ltd,Smart Share Global
4517,SIX,Six Flags Entertainment Corp,Six Flags Entertainment
4518,STGW,Stagwell Inc,Stagwell
4519,SBAC,SBA Communications Corp,SBAmmunications
4520,SUGP,SU Group Holdings Ltd,SU Group Holdings
4521,SEPA,SEP Acquisition Corp,SEP Acquisition
4522,SPKL,Spark I Acquisition Corp,Spark I Acquisition
4523,NOW,ServiceNow Inc,ServiceNow
4524,ICU,SeaStar Medical Holding Corp,SeaStar Medical Holding
4525,SWVL,Swvl Holdings Corp,Swvl Holdings
4526,SAND,Sandstorm Gold Ltd,Sandstorm Gold
4527,SG,Sweetgreen Inc,Sweetgreen
4528,SLAM,Slam Corp,Slam
4529,STRL,Sterling Infrastructure Inc,Sterling Infrastructure
4530,SERV,Serve Robotics Inc,Serve Robotics
4531,SBUX,Starbucks Corp,Starbucks
4532,SSTK,Shutterstock Inc,Shutterstock
4533,SQSP,Squarespace Inc,Squarespace
4534,SHEL,Shell PLC,Shell
4535,SWBI,Smith & Wesson Brands Inc,Smith & Wesson Brands
4536,SUPN,Supernus Pharmaceuticals Inc,Supernus Pharmaceuticals
4537,SFM,Sprouts Farmers Market Inc,Sprouts Farmers Market
4538,SOTK,Sono-Tek Corp,Sono-Tek
4539,CXM,Sprinklr Inc,Sprinklr
4540,SNES,Senestech Inc,Senestech
4541,SBSW,Sibanye Stillwater Ltd,Sibanye Stillwater
4542,SND,Smart Sand Inc,Smart Sand
4543,STBX,Starbox Group Holdings Ltd,Starbox Group Holdings
4544,STVN,Stevanato Group SpA,Stevanato Group SpA
4545,SNDA,Sonida Senior Living Inc,Sonida Senior Living
4546,SAVE,Spirit Airlines Inc,Spirit Airlines
4547,SPLP,Steel Partners Holdings LP,Steel Partners Holdings LP
4548,SRI,Stoneridge Inc,Stoneridge
4549,SLQT,SelectQuote Inc,SelectQuote
4550,SNTI,Senti Biosciences Inc,Senti Biosciences
4551,AIHS,Senmiao Technology Ltd,Senmiao Technology
4552,SYRE,Spyre Therapeutics Inc,Spyre Therapeutics
4553,SNFCA,Security National Financial Corp,Security National Financial
4554,SPGI,S&P Global Inc,S&P Global
4555,STEP,StepStone Group Inc,StepStone Group
4556,SPRB,Spruce Biosciences Inc,Spruce Biosciences
4557,SXC,SunCoke Energy Inc,SunCoke Energy
4558,SLN,Silence Therapeutics PLC,Silence Therapeutics
4559,SNTG,Sentage Holdings Inc,Sentage Holdings
4560,BSRR,Sierra Bancorp,Sierra Bancorp
4561,SGRY,Surgery Partners Inc,Surgery Partners
4562,SHC,Sotera Health Co,Sotera Health
4563,SY,So-Young International Inc,So-Young International
4564,SYNA,Synaptics Inc,Synaptics
4565,SWIN,Solowin Holdings Ltd,Solowin Holdings
4566,SPT,Sprout Social Inc,Sprout Social
4567,STC,Stewart Information Services Corp,Stewart Information Services
4568,MICS,Singing Machine Company Inc,Singing Machinempany
4569,SHOT,Safety Shot Inc,Safety Shot
4570,SEVN,Seven Hills Realty Trust,Seven Hills Realty Trust
4571,RUN,Sunrun Inc,Sunrun
4572,SFWL,SHENGFENG DEVELOPMENT Ltd,SHENGFENG DEVELOPMENT
4573,SPRU,Spruce Power Holding Corp,Spruce Power Holding
4574,SILC,Silicom Ltd,Silicom
4575,SJT,San Juan Basin Royalty Trust,San Juan Basin Royalty Trust
4576,SKGR,SK Growth Opportunities Corp,SK Growth Opportunities
4577,SPOK,Spok Holdings Inc,Spok Holdings
4578,SRTS,Sensus Healthcare Inc,Sensus Healthcare
4579,SNT,Senstar Technologies Ltd,Senstar Technologies
4580,SCVL,Shoe Carnival Inc,Shoe Carnival
4581,SMHI,SEACOR Marine Holdings Inc,SEACOR Marine Holdings
4582,LEDS,SemiLEDs Corp,SemiLEDs
4583,SAP,SAP SE,SAP
4584,SNPO,Snap One Holdings Corp,Snap One Holdings
4585,SCSC,Scansource Inc,Scansource
4586,LITM,Snow Lake Resources Ltd,Snow Lake Resources
4587,SCKT,Socket Mobile Inc,Socket Mobile
4588,SILO,Silo Pharma Inc,Silo Pharma
4589,SIEB,Siebert Financial Corp,Siebert Financial
4590,SANM,Sanmina Corp,Sanmina
4591,SNEX,StoneX Group Inc,StoneX Group
4592,SSL,Sasol Ltd,Sasol
4593,SOHU,Sohu.com Ltd,Sohu.com
4594,SWX,Southwest Gas Holdings Inc,Southwest Gas Holdings
4595,SLS,Sellas Life Sciences Group Inc,Sellas Life Sciences Group
4596,SHCO,Soho House & Co Inc,Soho House &
4597,SFIX,Stitch Fix Inc,Stitch Fix
4598,SWTX,SpringWorks Therapeutics Inc,SpringWorks Therapeutics
4599,SST,System1 Inc,System1
4600,SU,Suncor Energy Inc,Suncor Energy
4601,SRZN,Surrozen Inc,Surrozen
4602,MCRB,Seres Therapeutics Inc,Seres Therapeutics
4603,SEE,Sealed Air Corp,Sealed Air
4604,SBR,Sabine Royalty Trust,Sabine Royalty Trust
4605,SGA,Saga Communications Inc,Sagammunications
4606,CREG,Smart Powerr Corp,Smart Powerr
4607,SLGN,Silgan Holdings Inc,Silgan Holdings
4608,SNOW,Snowflake Inc,Snowflake
4609,SWKH,SWK Holdings Corp,SWK Holdings
4610,SHG,Shinhan Financial Group Co Ltd,Shinhan Financial Group
4611,SWAG,Stran & Company Inc,Stran &mpany
4612,SNBR,Sleep Number Corp,Sleep Number
4613,SIBN,SI-BONE Inc,SI-BONE
4614,SGU,Star Group LP,Star Group LP
4615,SMTC,Semtech Corp,Semtech
4616,MSC,Studio City International Holdings Ltd,Studio City International Holdings
4617,SRAD,Sportradar Group AG,Sportradar Group AG
4618,SMP,Standard Motor Products Inc,Standard Motor Products
4619,SEM,Select Medical Holdings Corp,Select Medical Holdings
4620,SUP,Superior Industries International Inc,Superior Industries International
4621,SMFL,Smart for Life Inc,Smart for Life
4622,SHLS,Shoals Technologies Group Inc,Shoals Technologies Group
4623,SLAB,Silicon Laboratories Inc,Silicon Laboratories
4624,ST,Sensata Technologies Holding PLC,Sensata Technologies Holding
4625,SWI,SolarWinds Corp,SolarWinds
4626,SHPW,Shapeways Holdings Inc,Shapeways Holdings
4627,SYPR,Sypris Solutions Inc,Sypris Solutions
4628,SRL,Scully Royalty Ltd,Scully Royalty
4629,SYTA,Siyata Mobile Inc,Siyata Mobile
4630,STKH,Steakholder Foods Ltd,Steakholder Foods
4631,SANG,Sangoma Technologies Corp,Sangoma Technologies
4632,SMAR,Smartsheet Inc,Smartsheet
4633,SBRA,Sabra Health Care REIT Inc,Sabra Health Care REIT
4634,SMFG,Sumitomo Mitsui Financial Group Inc,Sumitomo Mitsui Financial Group
4635,PIXY,ShiftPixy Inc,ShiftPixy
4636,SMWB,Similarweb Ltd,Similarweb
4637,SHOP,Shopify Inc,Shopify
4638,SITM,SiTime Corp,SiTime
4639,STNE,StoneCo Ltd,StoneCo
4640,SYRS,Syros Pharmaceuticals Inc,Syros Pharmaceuticals
4641,SLVM,Sylvamo Corp,Sylvamo
4642,SNAP,Snap Inc,Snap
4643,SOHO,Sotherly Hotels Inc,Sotherly Hotels
4644,SLNH,Soluna Holdings Inc,Soluna Holdings
4645,SQNS,Sequans Communications SA,Sequansmmunications
4646,STT,State Street Corp,State Street
4647,SNSE,Sensei Biotherapeutics Inc,Sensei Biotherapeutics
4648,STAF,Staffing 360 Solutions Inc,Staffing 360 Solutions
4649,SNGX,Soligenix Inc,Soligenix
4650,SEDG,Solaredge Technologies Inc,Solaredge Technologies
4651,SRDX,Surmodics Inc,Surmodics
4652,STRT,Strattec Security Corp,Strattec Security
4653,SKYT,Skywater Technology Inc,Skywater Technology
4654,SKIL,Skillsoft Corp,Skillsoft
4655,SNCR,Synchronoss Technologies Inc,Synchronoss Technologies
4656,SEZL,Sezzle Inc,Sezzle
4657,SNDL,SNDL Inc,SNDL
4658,SPTN,SpartanNash Co,SpartanNash
4659,SGMA,SigmaTron International Inc,SigmaTron International
4660,ASAI,Sendas Distribuidora SA,Sendas Distribuidora
4661,SEDA,SDCL EDGE Acquisition Corporation,SDCL EDGE Acquisitionoration
4662,SRE,Sempra,Sempra
4663,STHO,Star Holdings,Star Holdings
4664,SCWX,SecureWorks Corp,SecureWorks
4665,SRG,Seritage Growth Properties,Seritage Growth Properties
4666,SNDX,Syndax Pharmaceuticals Inc,Syndax Pharmaceuticals
4667,STRR,Star Equity Holdings Inc,Star Equity Holdings
4668,SBCF,Seacoast Banking Corporation of Florida,Seacoast Bankingoration of Florida
4669,SVIIU,Spring Valley Acquisition Corp II,Spring Valley Acquisition II
4670,SPWH,Sportsmans Warehouse Holdings Inc,Sportsmans Warehouse Holdings
4671,SRFM,Surf Air Mobility Inc,Surf Air Mobility
4672,SENEA,Seneca Foods Corp,Seneca Foods
4673,SANW,S&W Seed Co,S&W Seed
4674,SHLT,SHL Telemedicine Ltd,SHL Telemedicine
4675,SWKS,Skyworks Solutions Inc,Skyworks Solutions
4676,MDAI,Spectral AI Inc,Spectral AI
4677,ANY,Sphere 3D Corp,Sphere 3D
4678,SPHR,Sphere Entertainment Co,Sphere Entertainment
4679,SGBX,Safe & Green Holdings Corp,Safe & Green Holdings
4680,SOPA,Society Pass Inc,Society Pass
4681,SAI,SAI.TECH Global Corp,SAI.TECH Global
4682,RGR,Sturm Ruger & Company Inc,Sturm Ruger &mpany
4683,SHEN,Shenandoah Telecommunications Co,Shenandoah Telecommunications
4684,SLRX,Salarius Pharmaceuticals Inc,Salarius Pharmaceuticals
4685,SRRK,Scholar Rock Holding Corp,Scholar Rock Holding
4686,BCAL,Southern California Bancorp,Southern California Bancorp
4687,STSS,Sharps Technology Inc,Sharps Technology
4688,SLNO,Soleno Therapeutics Inc,Soleno Therapeutics
4689,SNAX,Stryve Foods Inc,Stryve Foods
4690,SDIG,Stronghold Digital Mining Inc,Stronghold Digital Mining
4691,SOBR,Sobr Safe Inc,Sobr Safe
4692,SGMT,Sagimet Biosciences Inc,Sagimet Biosciences
4693,SSKN,STRATA Skin Sciences Inc,STRATA Skin Sciences
4694,SSTI,SoundThinking Inc,SoundThinking
4695,SOUN,SoundHound AI Inc,SoundHound AI
4696,SSNT,Silversun Technologies Inc,Silversun Technologies
4697,SOPH,Sophia Genetics SA,Sophia Genetics
4698,SASR,Sandy Spring Bancorp Inc,Sandy Spring Bancorp
4699,SN,Sharkninja Inc,Sharkninja
4700,SFNC,Simmons First National Corp,Simmons First National
4701,SRM,SRM Entertainment Inc,SRM Entertainment
4702,SSBK,Southern States Bancshares Inc,Southern States Bancshares
4703,SKLZ,Skillz Inc,Skillz
4704,OMIC,Singular Genomics Systems Inc,Singular Genomics Systems
4705,SPNT,Siriuspoint Ltd,Siriuspoint
4706,STRS,Stratus Properties Inc,Stratus Properties
4707,SANA,Sana Biotechnology Inc,Sana Biotechnology
4708,SGH,SMART Global Holdings Inc.,SMART Global Holdings.
4709,SLP,Simulations Plus Inc,Simulations Plus
4710,SCI,Service Corporation International,Serviceoration International
4711,SOS,Sos Ltd,Sos
4712,SPKLU,Spark I Acquisition Corp,Spark I Acquisition
4713,SNOA,Sonoma Pharmaceuticals Inc,Sonoma Pharmaceuticals
4714,SGD,Safe & Green Development Corp,Safe & Green Development
4715,SSNC,SS&C Technologies Holdings Inc,SS&C Technologies Holdings
4716,SBFM,Sunshine Biopharma Inc,Sunshine Biopharma
4717,SLAMU,Slam Corp,Slam
4718,JOE,St Joe Co,St Joe
4719,SBET,Sharplink Gaming Inc,Sharplink Gaming
4720,SMCI,Super Micro Computer Inc,Super Micromputer
4721,SDA,SunCar Technology Group Inc,SunCar Technology Group
4722,SPPL,Simpple Ltd,Simpple
4723,STWD,Starwood Property Trust Inc,Starwood Property Trust
4724,STEL,Stellar Bancorp Inc,Stellar Bancorp
4725,SISI,Shineco Inc,Shineco
4726,SHYF,Shyft Group Inc,Shyft Group
4727,SAH,Sonic Automotive Inc,Sonic Automotive
4728,SITE,SiteOne Landscape Supply Inc,SiteOne Landscape Supply
4729,STER,Sterling Check Corp,Sterling Check
4730,SLF,Sun Life Financial Inc,Sun Life Financial
4731,SFBS,ServisFirst Bancshares Inc,ServisFirst Bancshares
4732,SSB,SouthState Corp,SouthState
4733,SLNA,Selina Hospitality PLC,Selina Hospitality
4734,SLB,Schlumberger NV,Schlumberger
4735,LRN,Stride Inc,Stride
4736,STEM,Stem Inc,Stem
4737,SRCL,Stericycle Inc,Stericycle
4738,SFBC,Sound Financial Bancorp Inc,Sound Financial Bancorp
4739,SMBK,SmartFinancial Inc,SmartFinancial
4740,STNG,Scorpio Tankers Inc,Scorpio Tankers
4741,SE,Sea Ltd,Sea
4742,SBXC,SilverBox Corp III,SilverBox III
4743,OPTX,Syntec Optics Holdings Inc,Syntec Optics Holdings
4744,STCN,Steel Connect Inc,Steelnnect
4745,SONY,Sony Group Corp,Sony Group
4746,SITC,Site Centers Corp,Site Centers
4747,SPWR,SunPower Corporation,SunPoweroration
4748,SBFG,SB Financial Group Inc,SB Financial Group
4749,SFST,Southern First Bancshares Inc,Southern First Bancshares
4750,SII,Sprott Inc,Sprott
4751,STRM,Streamline Health Solutions Inc,Streamline Health Solutions
4752,SKX,Skechers USA Inc,Skechers USA
4753,STE,STERIS plc,STERIS
4754,STAA,STAAR Surgical Co,STAAR Surgical
4755,FOUR,Shift4 Payments Inc,Shift4 Payments
4756,SUM,Summit Materials Inc,Summit Materials
4757,SLE,Super League Enterprise Inc,Super League Enterprise
4758,SXT,Sensient Technologies Corp,Sensient Technologies
4759,SCPH,scPharmaceuticals Inc,scPharmaceuticals
4760,SCS,Steelcase Inc,Steelcase
4761,SOND,Sonder Holdings Inc,Sonder Holdings
4762,SCYX,SCYNEXIS Inc,SCYNEXIS
4763,SO,Southern Co,Southern
4764,SNCY,Sun Country Airlines Holdings Inc,Sununtry Airlines Holdings
4765,SMID,Smith-Midland Corp,Smith-Midland
4766,SYRA,Syra Health Corp,Syra Health
4767,EPOW,Sunrise New Energy Co Ltd,Sunrise New Energy
4768,STAG,STAG Industrial Inc,STAG Industrial
4769,SBOW,SilverBow Resources Inc,SilverBow Resources
4770,SCL,Stepan Co,Stepan
4771,SEER,Seer Inc,Seer
4772,SDGR,Schrodinger Inc,Schrodinger
4773,SA,Seabridge Gold Inc,Seabridge Gold
4774,GPCR,Structure Therapeutics Inc,Structure Therapeutics
4775,SPGC,Sacks Parente Golf Inc,Sacks Parente Golf
4776,SRPT,Sarepta Therapeutics Inc,Sarepta Therapeutics
4777,STOK,Stoke Therapeutics Inc,Stoke Therapeutics
4778,SERA,Sera Prognostics Inc,Sera Prognostics
4779,SONM,Sonim Technologies Inc,Sonim Technologies
4780,SPIR,Spire Global Inc,Spire Global
4781,SGML,Sigma Lithium Corp,Sigma Lithium
4782,SLDB,Solid Biosciences Inc,Solid Biosciences
4783,SMMT,Summit Therapeutics Inc,Summit Therapeutics
4784,STTK,Shattuck Labs Inc,Shattuck Labs
4785,SKE,Skeena Resources Ltd,Skeena Resources
4786,SPCB,Supercom Ltd,Supercom
4787,SGMO,Sangamo Therapeutics Inc,Sangamo Therapeutics
4788,STRO,Sutro Biopharma Inc,Sutro Biopharma
4789,SYBX,Synlogic Inc,Synlogic
4790,SDRL,Seadrill Ltd,Seadrill
4791,SHPH,Shuttle Pharmaceuticals Holdings Inc,Shuttle Pharmaceuticals Holdings
4792,SYM,Symbotic Inc,Symbotic
4793,SAIA,Saia Inc,Saia
4794,SMRT,SmartRent Inc,SmartRent
4795,SIMO,Silicon Motion Technology Corp,Silicon Motion Technology
